,budget,genres,popularity,production_companies,release_date,revenue,runtime,title,vote_average,vote_count,Number_Genres
4127,0,Comedy,1.1610340000000001,Strand Releasing,2009-01-16,0,95.0,The Missing Person,6.4,9,4
4128,2000000,Comedy,7.502934,Ozla Productions,1993-10-01,54207,97.0,Return of the Living Dead 3,5.9,88,4
4129,0,Drama,5.350423,Destination Films,2005-02-10,0,92.0,London,6.1,96,3
4130,2000000,Drama,4.261508999999999,Red Envelope Entertainment,2006-09-08,622806,96.0,Sherrybaby,6.3,41,1
4131,0,Horror,6.752141,Votiv Films,2015-10-02,0,87.0,Circle,6.0,333,2
4132,0,Horror,20.362373,Aramid Entertainment Fund,2008-09-12,3983997,91.0,Eden Lake,6.7,406,2
4133,0,Thriller,5.099368,Blumhouse Productions,2013-09-13,0,98.0,Plush,5.4,40,1
4134,0,Horror,6.632891000000001,AV Pictures,2009-03-16,0,86.0,Lesbian Vampire Killers,5.3,124,2
4135,0,Drama,1.7173759999999998,Muti Films,2008-02-11,0,120.0,Gangster's Paradise: Jerusalema,6.8,16,4
4136,0,Thriller,4.922397,,2004-05-01,0,99.0,Freeze Frame,6.9,18,3
4137,1000000,Thriller,13.222268,Darclight,2011-09-09,0,92.0,Grave Encounters,6.1,381,2
4138,100000,Horror,7.4477139999999995,B\u00f3rd Scann\u00e1n na h\u00c9ireann,2012-05-19,95000,86.0,Stitches,5.5,92,1
4139,2000000,Crime,9.68793,Hartbreak Films,2010-01-01,0,98.0,Nine Dead,5.2,84,4
4140,2,Documentary,0.050625,Eyeline Entertainment,2015-12-12,0,,"To Be Frank, Sinatra at 100",0.0,0,1
4141,2000000,Comedy,5.941852,United Artists,1971-04-28,11833696,82.0,Bananas,6.7,165,1
4142,0,Thriller,0.174311,,2012-08-10,0,103.0,Supercapitalist,3.5,2,1
4143,0,Action,0.361554,Rockaway the Movie,2007-07-07,0,76.0,Rockaway,5.8,2,3
4144,2300000,Crime,8.055083999999999,Columbia Pictures Corporation,1947-12-24,0,87.0,The Lady from Shanghai,7.2,102,3
4145,2000000,Horror,4.346271,"Institution, The",2008-05-01,0,88.0,No Man's Land: The Rise of Reeker,4.4,27,2
4146,14000000,Action,3.419685,Alex Entertainment Inc.,2002-01-01,0,97.0,Highway,5.6,37,3
4147,2000000,Comedy,5.100741,Deviant Films,2012-03-10,0,96.0,Small Apartments,5.7,50,2
4148,0,Comedy,2.253589,,2013-07-09,0,87.0,Coffee Town,6.7,45,1
4149,0,Comedy,0.209475,,2013-04-26,0,106.0,The Ghastly Love of Johnny X,6.6,8,3
4150,0,Comedy,3.613577,Sidney Kimmel Entertainment,2013-09-10,0,107.0,All Is Bright,5.3,36,2
4151,0,Mystery,1.296784,Constantin Film Produktion,1967-10-05,0,85.0,The Torture Chamber of Dr. Sadism,6.3,12,3
4152,7000000,Comedy,4.508290000000001,Nu Image Films,2013-01-16,0,88.0,Straight A's,5.2,46,2
4153,0,Comedy,8.902102000000001,United Artists,1966-10-16,0,99.0,A Funny Thing Happened on the Way to the Forum,6.1,24,2
4154,0,Documentary,1.619635,,2007-09-27,0,102.0,Slacker Uprising,5.9,10,1
4155,0,Action,1.002585,Silver Sail Entertainment,2011-03-03,0,108.0,The Legend of Hell's Gate: An American Conspiracy,3.9,8,4
4156,0,Science Fiction,1.332804,Splendid Film,2015-03-20,0,90.0,The Walking Deceased,4.2,35,2
4157,2000000,Thriller,2.00163,Myriad Pictures,2015-08-21,0,89.0,The Curse of Downers Grove,4.4,24,4
4158,2000000,Thriller,1.187764,FLF Films,2015-10-02,0,92.0,Shark Lake,4.4,19,1
4159,19000000,Crime,6.463806,Hemdale Film,1986-08-27,0,99.0,River's Edge,6.7,59,2
4160,0,Fantasy,1.9802650000000002,,2003-01-01,0,103.0,Northfork,6.7,24,3
4161,1950000,Thriller,3.6961230000000005,WWE Studios,2015-04-10,0,90.0,The Marine 4: Moving Target,5.8,49,2
4162,1987650,Drama,32.841229,Studio 37,2010-09-24,19152480,94.0,Buried,6.6,827,3
4163,0,Drama,8.518866000000001,Film4,2011-03-18,864659,97.0,Submarine,7.4,443,3
4164,0,Documentary,4.892203,Roast Beef Productions,2013-06-07,0,88.0,The Square,7.8,55,3
4165,0,Drama,4.665026,R\u00e9gion Provence C\u00f4te d'Azur,2006-07-21,0,95.0,One to Another,5.8,12,1
4166,0,Drama,1.294967,UTV Motion Pictures,2013-02-07,222000,160.0,ABCD (Any Body Can Dance),5.6,10,2
4167,0,Thriller,14.331992000000001,UK Film Council,2008-07-25,2957978,94.0,Man on Wire,7.5,275,4
4168,0,Drama,3.068463,Making Movies,2015-08-30,0,82.0,Abandoned,5.8,27,2
4169,1900000,Drama,1.367751,,2015-04-24,0,89.0,Brotherly Love,6.9,21,1
4170,1800000,Horror,14.838985999999998,Strike Entertainment,2010-08-27,67738090,87.0,The Last Exorcism,5.6,328,3
4171,0,Drama,1.950959,Ecosse Films,2009-12-25,0,98.0,Nowhere Boy,7.2,244,1
4172,1800000,Drama,14.884756,Charles K. Feldman Group,1951-09-18,8000000,125.0,A Streetcar Named Desire,7.6,281,1
4173,1800000,Drama,41.996783,Hawk Films,1964-01-29,9440272,95.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1442,3
4174,1800000,Drama,2.1794279999999997,Instituto Mexicano de Cinematograf\u00eda,2002-10-01,0,118.0,The Crime of Padre Amaro,6.2,36,2
4175,1800000,Drama,12.471239,Journeyman Pictures,2012-06-29,21107746,93.0,Beasts of the Southern Wild,6.8,403,2
4176,1700000,Action,13.315382999999999,Twentieth Century Fox Film Corporation,1973-06-15,8844595,93.0,Battle for the Planet of the Apes,5.5,215,2
4177,0,Drama,3.363321,Rigas Entertainment,2001-03-01,0,109.0,Songcatcher,5.6,9,2
4178,2000000,Drama,1.6991009999999998,,2011-08-26,841733,109.0,Higher Ground,5.3,14,2
4179,0,Comedy,0.320387,Nic Arts,2015-08-14,0,155.0,Vaalu,6.7,5,2
4180,0,Comedy,0.692497,Snoot Entertainment,2011-04-22,621951,87.0,The Greatest Movie Ever Sold,6.4,88,2
4181,0,Comedy,0.023436000000000002,,1993-06-04,0,93.0,Ed and His Dead Mother,5.5,12,1
4182,0,Adventure,0.749699,Prayer Flag Pictures,2003-09-09,0,108.0,Travellers and Magicians,6.8,9,3
4183,1800000,Western,11.756943,United Artists,1968-07-31,6800000,114.0,Hang 'em High,6.7,192,1
4184,0,Crime,0.225627,Twentieth Century Fox Film Corporation,1952-03-14,0,87.0,Deadline - U.S.A.,6.9,17,2
4185,0,Horror,6.833164,Raw Feed,2007-06-15,0,113.0,Sublime,5.3,33,2
4186,0,Thriller,0.060127,,2016-03-04,0,87.0,A Beginner's Guide to Snuff,0.0,0,3
4187,1800000,Action,1.9594049999999998,Independence Day Productions,2013-06-27,0,86.0,Independence Daysaster,4.2,22,2
4188,1800000,Comedy,0.21544000000000002,,2012-02-03,0,101.0,Dysfunctional Friends,5.0,4,2
4189,1530000,Action,27.36562,X-Filme Creative Pool,1998-08-20,7267585,81.0,Run Lola Run,7.2,664,3
4190,500000,Drama,8.650779,A Loopy Production LLC,2002-01-13,150277,93.0,May,6.3,152,4
4191,1493619,Adventure,2.492747,Against the Wild Films,2013-12-29,0,90.0,Against the Wild,4.9,19,2
4192,0,Drama,2.7564349999999997,The Weinstein Company,2008-03-20,23311391,106.0,Under the Same Moon,7.0,28,1
4193,1700000,Action,18.828682999999998,Twentieth Century Fox Film Corporation,1972-06-29,9700000,88.0,Conquest of the Planet of the Apes,6.1,236,2
4194,1700000,Drama,6.9796380000000005,Miramax Films,2001-11-23,0,130.0,In the Bedroom,6.4,89,2
4195,2000000,Thriller,26.281839,Anchor Bay Films,2010-06-17,572809,108.0,I Spit on Your Grave,6.3,519,3
4196,1700000,Comedy,2.079125,Miramax Films,1999-12-03,1943649,98.0,"Happy, Texas",5.5,39,2
4197,0,Drama,3.939753,,2004-08-20,0,86.0,My Summer of Love,6.0,59,3
4198,1000000,Drama,14.017809,UTV Motion Pictures,2013-09-19,4235151,104.0,The Lunchbox,7.3,221,2
4199,0,Drama,3.677831,GreeneStreet Films,2005-08-05,0,100.0,Yes,5.9,7,2
4200,1644736,Comedy,3.426314,Columbia Pictures,1938-08-23,7433101,126.0,You Can't Take It With You,7.2,79,2
4201,1650000,War,6.915201,Columbia Pictures Corporation,1953-08-04,30500000,118.0,From Here to Eternity,7.2,133,3
4202,1600000,Western,8.535178,RKO Radio Pictures,1949-10-22,5400000,103.0,She Wore a Yellow Ribbon,7.1,61,1
4203,0,Drama,2.160586,Coram Deo Studios,2013-10-04,0,102.0,Grace Unplugged,6.0,24,2
4204,0,Comedy,0.796009,No Limit Films,1999-04-09,6033999,84.0,Foolish,6.3,3,2
4205,0,Drama,0.13455999999999999,,2010-10-15,2592808,0.0,N-Secure,4.3,4,3
4206,0,Drama,4.554574,Bac Films,2007-07-01,0,96.0,Caramel,6.8,52,3
4207,0,Thriller,3.215465,Participant Media,2014-08-27,0,92.0,Out of the Dark,4.6,55,2
4208,0,Drama,1.4943600000000001,Metro Productions,2006-06-06,0,114.0,The Bubble,7.6,20,2
4209,1600000,Crime,20.810292,Paramount Pictures,1974-04-07,4420000,113.0,The Conversation,7.5,372,3
4210,0,Romance,0.122704,Entertainment One Pvt. Ltd.,2006-12-07,0,0.0,Dil Jo Bhi Kahey...,0.0,0,1
4211,0,Crime,3.654018,Les Films du Carrosse,1969-06-18,0,123.0,Mississippi Mermaid,6.7,32,3
4212,0,Drama,3.313339,,2003-10-05,0,111.0,I Love Your Work,6.5,2,2
4213,0,Horror,5.379319000000001,Armory Films,2016-02-12,0,99.0,Cabin Fever,4.4,111,1
4214,2000000,Comedy,9.672989999999999,Night and Day Pictures,2007-05-25,22179430,108.0,Waitress,6.7,129,1
4215,1500000,Action,17.49699,Cannon Films,1988-02-26,11806119,92.0,Bloodsport,6.6,363,1
4216,1500000,Comedy,12.2624,Columbia Pictures,1939-10-19,9600000,129.0,Mr. Smith Goes to Washington,7.9,241,2
4217,1500000,Drama,13.291991000000001,Miramax Films,1995-07-28,7412216,91.0,Kids,6.8,279,2
4218,1500000,Comedy,13.788054,Destination Films,2005-10-05,11098131,81.0,The Squid and the Whale,6.9,226,2
4219,1000000,Comedy,3.990215,Fox Searchlight Pictures,2001-04-21,10013424,97.0,Kissing Jessica Stein,5.9,48,1
4220,17000000,Action,6.526587999999999,Radar Pictures,2016-07-14,0,90.0,Kickboxer: Vengeance,4.5,99,2
4221,1500000,Drama,11.145914999999999,Selznick International Pictures,1945-12-28,7000000,111.0,Spellbound,7.3,160,3
4222,0,Drama,5.446832,Miramax Films,1994-09-24,0,103.0,Exotica,6.5,64,2
4223,1500000,Romance,10.009994,,1998-01-20,2375097,110.0,Buffalo '66,7.1,166,4
4224,1500000,Horror,58.594852,Alliance Films,2010-09-13,97009150,103.0,Insidious,6.8,1737,2
4225,1500000,Comedy,11.353439999999999,Edge City,1984-02-20,2300000,92.0,Repo Man,6.7,144,4
4226,1500000,Crime,8.589355,Naya Films S.A.,2000-08-31,0,114.0,Nine Queens,7.4,153,3
4227,0,Documentary,2.828303,Les Films du Poisson,2012-07-09,0,101.0,The Gatekeepers,6.5,39,1
4228,1500000,Drama,3.618646,Elevation Filmworks,2005-03-25,712294,111.0,The Ballad of Jack and Rose,6.5,43,1
4229,1500000,Comedy,15.017068,3 Arts Entertainment,2013-07-24,3566225,104.0,The To Do List,5.5,342,2
4230,1500000,Action,5.817519,Live Entertainment,1993-10-01,418961,96.0,Killing Zoe,6.1,111,4
4231,1500000,Drama,9.856826,Fuller Films,2001-01-19,416925,98.0,The Believer,6.8,151,1
4232,0,Drama,4.262373999999999,Crossroads Films,2008-03-07,414404,106.0,Snow Angels,6.5,48,2
4233,0,Thriller,0.061239999999999996,,2015-08-28,0,93.0,Unsullied,3.0,1,3
4234,1500000,Horror,11.064228,October Films,2001-08-10,373967,100.0,Session 9,6.2,251,2
4235,0,Comedy,1.7423830000000002,,2006-01-01,0,80.0,I Want Someone to Eat Cheese With,5.7,12,2
4236,0,Drama,0.414754,,2011-02-11,330048,95.0,Mooz-lum,4.5,3,1
4237,0,Comedy,12.677016,ArieScope Pictures,2006-04-27,0,83.0,Hatchet,5.7,159,2
4238,1,Drama,28.27648,United Artists,1936-02-05,8500000,87.0,Modern Times,8.1,856,2
4239,0,Drama,0.87066,,2002-03-22,0,91.0,Stolen Summer,6.4,9,3
4240,1500000,Comedy,7.5591,Dark Horse Entertainment,2007-10-01,173066,86.0,My Name Is Bruce,5.9,107,2
4241,1500000,Comedy,2.0281700000000003,,2005-01-13,0,0.0,The Salon,3.5,1,1
4242,1500000,Comedy,0.8590139999999999,Sontalia,2015-03-06,0,97.0,Road Hard,6.6,8,1
4243,1500000,Drama,0.071377,Charlie Guidance,2005-12-07,0,108.0,Forty Shades of Blue,6.0,2,2
4244,1200000,Drama,0.193172,Anarchist's Convention Films,2010-07-14,0,128.0,Amigo,6.0,2,3
4245,1500000,Horror,4.680206,Ponty Up Pictures,2009-03-06,32000,93.0,Pontypool,6.6,183,3
4246,2000000,Drama,1.20173,Plum Pictures,2008-04-24,0,90.0,Trucker,6.8,16,1
4247,1,Romance,0.094105,,2015-07-07,0,90.0,Me You and Five Bucks,10.0,2,3
4248,1500000,Horror,14.504326,Alliance Films,2012-09-10,1165882,101.0,The Lords of Salem,5.1,242,2
4249,0,Horror,10.322858,Semi-Professional,2014-09-04,0,109.0,Housebound,6.5,358,3
4250,0,Documentary,1.404175,Brave New Films,2005-11-04,0,98.0,Wal-Mart: The High Cost of Low Price,6.9,24,1
4251,1,Comedy,0.077876,Cheap and Dirty Productions Inc.,2005-10-01,0,87.0,Fetching Cody,6.8,6,5
4252,0,Drama,0.35819,,2013-01-01,0,98.0,Last I Heard,6.0,1,2
4253,9000000,Comedy,9.159265,Mandragora Movies,2013-11-29,0,112.0,Closer to the Moon,6.4,13,2
4254,0,Science Fiction,1.8936970000000002,Nomadic Pictures,2014-09-27,1500000,85.0,Mutant World,2.6,9,1
4255,0,Comedy,0.71087,,2017-02-03,0,102.0,Growing Up Smith,7.4,7,3
4256,0,Thriller,1.105357,Status Media & Entertainment,2015-07-03,0,102.0,Checkmate,4.2,13,3
4257,1500000,Drama,2.815228,AST Studios,2015-11-20,0,90.0,#Horror,3.3,52,4
4258,0,Action,0.446858,,2016-01-28,0,93.0,Wind Walkers,7.5,6,3
4259,1488423,Fantasy,80.171283,Walt Disney Productions,1937-12-20,184925486,83.0,Snow White and the Seven Dwarfs,6.9,1914,3
4260,1400000,Drama,0.6848810000000001,R&C Produzioni,2004-05-06,0,106.0,The Holy Girl,6.8,10,2
4261,1455000,Western,3.598457,Central Cinema Company Film,1968-11-06,2620000,113.0,Shalako,5.4,12,1
4262,1,Adventure,1.452152,,2004-12-17,0,94.0,Incident at Loch Ness,5.9,18,3
4263,2000000,Drama,1.193219,ESX Productions,2016-07-08,0,101.0,The Dog Lover,5.3,6,1
4264,3150000,Horror,8.039223,Brookstreet Pictures,2014-10-16,0,100.0,GirlHouse,5.2,97,2
4265,0,Drama,2.486992,Alfama Films,2014-05-16,0,75.0,The Blue Room,6.2,32,3
4266,0,Thriller,0.43049,Allure Entertainment,2014-01-11,0,91.0,House at the End of the Drive,0.0,0,2
4267,1377800,Family,9.815394,Twentieth Century Fox Film Corporation,1966-07-30,0,105.0,Batman,6.1,203,5
4268,1350000,Comedy,16.032594,Handmade Films Ltd.,1998-03-05,3897569,105.0,"Lock, Stock and Two Smoking Barrels",7.5,1648,2
4269,0,Western,0.592821,Moctesuma Esparza Productions,1983-08-19,0,104.0,The Ballad of Gregorio Cortez,0.0,0,1
4270,1300000,Drama,10.240917,Nordic Film,1998-05-20,0,105.0,The Celebration,7.7,207,1
4271,0,Comedy,3.443916,,1996-10-11,0,95.0,Trees Lounge,6.7,51,2
4272,1300000,Drama,0.07206599999999999,,2006-02-22,639000,135.0,Journey from the Fall,5.0,1,1
4273,0,Drama,0.430758,,2000-05-05,619042,105.0,The Basket,6.5,6,1
4274,0,Horror,0.143784,Det Danske Filminstitut,2012-04-22,1632,79.0,Eddie: The Sleepwalking Cannibal,6.1,30,2
4275,0,Drama,0.077873,Kirghizfilm,2014-08-22,0,135.0,Queen of the Mountains,0.0,0,2
4276,0,Science Fiction,0.319792,New World Pictures,1985-03-15,0,88.0,Def-Con 4,2.8,10,1
4277,1000000,Action,1.600797,ContentFilm,2003-01-01,0,85.0,The Hebrew Hammer,5.9,18,2
4278,0,Comedy,0.28513099999999997,Yash Raj Films,2005-12-09,0,122.0,Neal 'n' Nikki,2.3,4,2
4279,0,Comedy,5.628399,Silver Nitrate Films,2010-06-08,0,82.0,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.2,34,1
4280,0,Drama,5.065752,Capstone Entertainment Group,2009-10-22,0,103.0,Forget Me Not,5.0,66,3
4281,1288000,Drama,18.426825,Selznick International Pictures,1940-04-12,6000000,130.0,Rebecca,7.7,336,2
4282,1250000,Horror,16.517777,Paramount Pictures,1981-05-01,21722776,87.0,Friday the 13th Part 2,6.0,315,2
4283,1250000,Drama,6.903314,Paramount,1945-11-25,11000000,101.0,The Lost Weekend,7.4,112,1
4284,1250000,Horror,4.45544,New World Pictures,1984-08-31,3412497,88.0,C.H.U.D.,5.3,62,2
4285,0,Drama,0.106949,,2013-04-19,0,100.0,Filly Brown,5.9,10,1
4286,15000000,Adventure,0.165909,Sunrise Productions,2011-06-03,0,87.0,The Lion of Judah,5.8,2,4
4287,1250000,Crime,9.903992,Twentieth Century Fox Film Corporation,1953-01-21,8500000,92.0,Niagara,6.7,79,3
4288,1250000,Drama,7.700189999999999,Twentieth Century Fox Film Corporation,1941-10-28,6000000,118.0,How Green Was My Valley,6.8,72,1
4289,0,Thriller,4.480579,40 Acres & A Mule Filmworks,2014-06-22,0,123.0,Da Sweet Blood of Jesus,4.1,13,3
4290,1200000,Drama,10.869492,Miramax Films,1989-08-18,0,100.0,"Sex, Lies, and Videotape",6.7,185,1
4291,1200000,Horror,63.655972999999996,Lions Gate Films,2004-10-01,103911669,103.0,Saw,7.2,2184,3
4292,3000000,Comedy,16.312803,Fox Searchlight Pictures,2001-01-18,18492362,100.0,Super Troopers,6.6,362,3
4293,1,,0.025363999999999998,Zelko Films,2015-08-07,0,99.0,The Algerian,0.0,0,0
4294,1300000,Comedy,1.4734049999999999,Cine Canibal,2013-08-10,0,87.0,The Amazing Catfish,5.7,17,2
4295,0,Comedy,8.109958,IFC Films,2001-08-30,0,114.0,Monsoon Wedding,6.8,57,3
4296,0,Drama,7.142448,Cappa Productions,2000-11-17,0,111.0,You Can Count on Me,6.8,88,2
4297,1200000,Comedy,6.920872999999999,Paramount Pictures,1955-10-03,7000000,99.0,The Trouble with Harry,6.9,149,3
4298,0,Comedy,4.826908,Ignite Entertainment,1999-09-12,0,85.0,But I'm a Cheerleader,6.5,101,1
4299,1200000,Drama,3.085411,Samuel Goldwyn,2013-04-19,2861020,114.0,Home Run,6.3,24,1
4300,1200000,Crime,66.925866,Live Entertainment,1992-09-02,14661007,99.0,Reservoir Dogs,8.0,3697,2
4301,0,Drama,1.280733,Twentieth Century Fox Film Corporation,1940-01-19,0,88.0,The Blue Bird,6.4,8,3
4302,1200000,Western,88.377076,United Artists,1966-12-23,6000000,161.0,"The Good, the Bad and the Ugly",8.1,2311,1
4303,0,Drama,9.683622,Gullane Entretenimento S.A.,2015-02-08,0,110.0,The Second Mother,7.8,165,1
4304,1250000,Drama,1.6116,Ruckus Films,2012-04-13,0,106.0,Blue Like Jazz,5.8,25,2
4305,0,Comedy,0.002386,,2003-03-20,0,88.0,Down & Out With The Dolls,0.0,0,2
4306,900000,Documentary,0.097913,National Film Board of Canada (NFB),2011-09-11,25000,97.0,"Pink Ribbons, Inc.",6.8,6,1
4307,1200000,Comedy,0.047781,,2007-03-01,0,85.0,Certifiably Jonathan,0.0,0,1
4308,1344000,Drama,20.422245999999998,Acajou Films,2011-09-14,0,103.0,Desire,4.1,140,2
4309,0,Drama,0.021678,,2013-10-27,0,98.0,The Blade of Don Juan,0.0,0,2
4310,0,Crime,1.998557,,2003-06-18,0,88.0,Grand Theft Parsons,6.0,11,4
4311,0,Comedy,8.148187,FlipZide Pictures,2008-12-05,0,88.0,Extreme Movie,3.9,44,1
4312,1200000,Action,2.968235,Warner Bros.,1936-10-20,2736000,115.0,The Charge of the Light Brigade,6.8,18,4
4313,0,Thriller,1.36514,,2011-10-22,0,0.0,Below Zero,4.4,12,2
4314,1200000,,0.057564,,2012-01-01,0,84.0,Crowsnest,4.8,12,0
4315,2600000,Action,8.001156,,1993-09-17,2850263,91.0,Airborne,6.1,20,3
4316,1200000,Action,1.079125,,1970-05-27,0,97.0,Cotton Comes to Harlem,6.7,13,2
4317,0,Horror,1.906151,After Dark Films,2015-10-16,0,91.0,The Wicked Within,4.2,26,1
4318,0,Horror,0.100533,,2013-06-01,0,0.0,Bleeding Hearts,2.0,1,1
4319,3000000,Comedy,10.230583,L.I.F.T. Production,2005-10-07,18637690,94.0,Waiting...,6.2,237,1
4320,0,Drama,12.818441,EM Media,2004-09-29,0,90.0,Dead Man's Shoes,7.2,151,3
4321,1100000,Comedy,1.220072,Conquest Productions,1987-09-25,1400000,99.0,From a Whisper to a Scream,6.8,15,2
4322,0,Documentary,0.014406,,2002-02-22,0,0.0,Sex With Strangers,5.0,1,1
4323,1596010,Horror,0.552361,Canadian Broadcasting Corporation (CBC),2002-02-28,0,75.0,Dracula: Pages from a Virgin's Diary,6.9,8,1
4324,0,Drama,0.147886,Global Creative Studios,2006-10-27,0,97.0,Faith Like Potatoes,6.0,9,1
4325,1100000,Fantasy,7.717237,Chromewood Productions,2010-12-03,0,110.0,Beyond the Black Rainbow,5.7,77,3
4326,1100000,Action,40.285095,Celluloid Dreams,2011-09-08,4105187,101.0,The Raid,7.3,1055,3
4327,0,Horror,0.249457,,2010-05-13,0,90.0,The Dead Undead,3.1,6,3
4328,0,Horror,0.447166,,2013-05-29,0,0.0,The Vatican Exorcisms,4.4,11,3
4329,878000,Drama,43.729123,Warner Bros.,1942-11-26,10462500,102.0,Casablanca,7.9,1422,2
4330,0,Horror,4.653047,Mungo Productions,2008-06-17,0,84.0,Lake Mungo,6.1,90,2
4331,1250000,Drama,3.000435,Yash Raj Films,2009-12-11,0,156.0,Rocket Singh: Salesman of the Year,7.0,27,3
4332,1000000,Adventure,11.095414,Universal Pictures,1972-03-09,0,89.0,Silent Running,6.3,177,3
4333,1000000,Drama,72.19808,United Artists,1976-11-21,117235147,119.0,Rocky,7.5,1791,1
4334,0,Drama,0.926084,Tandem Pictures,2014-01-20,0,92.0,The Sleepwalker,4.1,7,1
4335,1000000,Adventure,2.833166,Woodfall Film Productions,1963-10-06,37600000,128.0,Tom Jones,6.1,39,4
4336,1000000,Horror,41.972328999999995,Bazelevs Production,2015-04-17,62882090,82.0,Unfriended,5.5,1047,2
4337,1300000,Crime,58.845025,Columbia Pictures Corporation,1976-02-07,28262574,114.0,Taxi Driver,8.0,2535,2
4338,1000000,Drama,6.5328550000000005,AVCO Embassy Pictures,1981-04-03,17985893,91.0,The Howling,6.4,161,2
4339,950000,Adventure,48.901542,United Artists,1962-10-04,59600000,110.0,Dr. No,6.9,940,3
4340,0,Horror,20.649145,Alcon Entertainment,2012-05-24,18112929,88.0,Chernobyl Diaries,4.9,483,2
4341,1000000,Horror,22.583834,New World Pictures,1987-09-11,14564027,94.0,Hellraiser,6.9,449,1
4342,5000000,Drama,6.96858,Pure Flix Productions,2016-04-01,23507567,121.0,God's Not Dead 2,5.7,72,1
4343,1000000,Horror,6.926926,Universal Pictures,2005-09-16,10047674,90.0,Cry_Wolf,5.6,126,2
4344,1000000,Adventure,3.322721,Toho Film (Eiga) Co. Ltd.,1999-12-11,10037390,107.0,Godzilla 2000,5.9,43,4
4345,3500000,Drama,26.881611,Hunting Lane Films,2010-12-27,16566240,112.0,Blue Valentine,6.9,890,2
4346,1000000,Drama,9.773398,IFC Films,2005-12-23,13350369,103.0,Transamerica,6.9,144,1
4347,1000000,Thriller,13.152822,Room 101,2012-01-06,101758490,83.0,The Devil Inside,4.6,262,2
4348,2090000,Comedy,4.289003,Twentieth Century Fox Film Corporation,1970-07-17,40000000,109.0,Beyond the Valley of the Dolls,6.6,53,3
4349,1000000,Drama,1.444258,Twentieth Century Fox Film Corporation,1956-11-15,9000000,89.0,Love Me Tender,5.5,21,5
4350,1000000,Documentary,14.139004000000002,Lawrence Bender Productions,2006-01-24,46243000,100.0,An Inconvenient Truth,6.7,251,1
4351,1000000,Action,3.8510000000000004,Republic Pictures (I),1949-12-14,7800000,100.0,Sands of Iwo Jima,6.2,33,4
4352,0,Documentary,2.162522,Concert Promotion International,2008-02-07,0,122.0,Shine a Light,7.2,44,2
4353,5000000,Action,17.845160999999997,Worldview Entertainment,2014-09-04,6833445,100.0,The Green Inferno,5.0,349,4
4354,0,Drama,0.42583000000000004,British Film Institute (BFI),2016-05-20,0,109.0,Departure,7.5,12,3
4355,1000000,Drama,9.115486,Rhino Films,2012-05-02,9138338,98.0,The Sessions,6.6,179,3
4356,0,Documentary,15.017161999999999,Magnolia Pictures,2008-09-07,0,94.0,"Food, Inc.",7.4,217,1
4357,0,Drama,1.86221,,2011-10-30,5355847,107.0,October Baby,6.8,35,1
4358,0,Comedy,1.334481,,1998-08-21,0,96.0,Next Stop Wonderland,6.0,20,3
4359,0,Drama,15.699363,Duplass Brothers Productions,2014-01-18,5284309,90.0,The Skeleton Twins,6.7,292,1
4360,0,Drama,17.806082,Cunningham & Maybach Films,2011-10-21,3538446,101.0,Martha Marcy May Marlene,6.7,277,2
4361,0,Comedy,10.12895,Sundial Pictures,2014-06-06,3123963,83.0,Obvious Child,6.7,187,2
4362,0,Drama,4.805651,Cohen Media Group,2008-08-01,0,97.0,Frozen River,6.7,99,1
4363,1000000,Documentary,5.247955999999999,Tremolo Productions,2013-06-14,0,89.0,20 Feet from Stardom,7.4,85,2
4364,1000000,Drama,4.86805,Fox Searchlight Pictures,1997-09-07,2057193,84.0,Two Girls and a Guy,5.4,24,2
4365,0,Comedy,0.36731199999999997,Channel Four Films,1996-07-17,0,86.0,Walking and Talking,6.6,7,3
4366,1000000,Documentary,5.3231839999999995,Electric Entertainment,2006-08-04,1678874,92.0,Who Killed the Electric Car?,7.2,59,1
4367,1000000,Comedy,3.4241580000000003,,2000-02-01,1744858,94.0,The Broken Hearts Club: A Romantic Comedy,6.3,25,3
4368,1000000,Comedy,9.954848,MGM,2002-06-09,0,92.0,Bubba Ho-tep,6.7,191,5
4369,1,Drama,0.29245,,1998-10-07,0,100.0,Slam,6.7,7,1
4370,1000000,Crime,0.28008299999999997,Main Street Movie Company,2001-03-30,852206,119.0,Brigham City,7.3,4,4
4371,1000000,Drama,0.043023,,2000-09-08,623791,170.0,Fiza,6.1,7,3
4372,1000000,Comedy,5.06516,Kuzui Enterprises,1997-09-06,0,94.0,Orgazmo,6.2,115,1
4373,0,Drama,3.65924,Sony Pictures Classics,2003-08-01,0,108.0,All the Real Girls,5.9,30,2
4374,0,Comedy,0.9483159999999999,,1997-01-01,0,97.0,Dream with the Fishes,7.7,10,1
4375,1000000,Drama,0.6726949999999999,,2002-01-11,464000,92.0,Blue Car,6.7,13,1
4376,0,Drama,16.570708,Tribeca Film,2014-05-09,0,100.0,Palo Alto,6.4,348,1
4377,0,Crime,0.51799,ARTE,2009-09-17,0,120.0,Ajami,6.8,27,2
4378,0,Comedy,8.542921,No Matter Pictures,2006-01-24,0,88.0,Wristcutters: A Love Story,6.7,160,4
4379,0,Science Fiction,37.555398,Verisimilitude,2014-07-18,336472,106.0,I Origins,7.5,1063,2
